Data NuEer,bidder,house,date,lot,profit,Net  Payment,rank,realisation in final auAtion,bid,EstDated MinDum,EstDated MaxDum,Aatalog PriAe,Aatalog Du10y,EstDate Min,EstDate Max,Grade Min ,Grade Max,No Grade,ExAlusively US,No Value
120,1,A,35360,405,0,0,1,2000,1200,1000,1200,0,0,1000,1200,3,2,0,0,0
121,3,A,35360,405,0,0,2,2000,1000,1000,1200,0,0,1000,1200,3,2,0,0,0
122,2,A,35360,405,0,0,3,2000,400,1000,1200,0,0,1000,1200,3,2,0,0,0
123,1,A,35360,406,0,0,1,950,900,900,1000,0,0,900,1000,3,2,0,0,0
124,3,A,35360,406,0,0,2,950,700,900,1000,0,0,900,1000,3,2,0,0,0
125,2,A,35360,406,0,0,3,950,400,900,1000,0,0,900,1000,3,2,0,0,0
126,1,A,35360,407,0,0,1,5800,6500,6000,8000,0,0,6000,8000,3,2,0,0,0
127,2,A,35360,407,0,0,2,5800,3000,6000,8000,0,0,6000,8000,3,2,0,0,0
175,3,B,35409,1862,0,0,1,230,210,150,150,0,0,150,150,3,2,0,0,0
176,2,B,35409,1862,0,0,2,230,200,150,150,0,0,150,150,3,2,0,0,0
177,4,B,35409,1862,0,0,3,230,110,150,150,0,0,150,150,3,2,0,0,0
178,1,B,35409,1862,0,0,4,230,100,150,150,0,0,150,150,3,2,0,0,0
179,2,B,35409,1863,0,0,1,850,400,0,0,5750,1,5750,5750,3,2,0,0,0
180,1,B,35409,1864,0,0,1,1000,700,0,0,17000,1,17000,17000,3,2,0,0,0
181,2,B,35409,1865,0,0,1,400,300,200,200,0,0,200,200,3,2,0,0,0
182,1,B,35409,1865,0,0,2,400,250,200,200,0,0,200,200,3,2,0,0,0
183,4,B,35409,1865,0,0,3,400,130,200,200,0,0,200,200,3,2,0,0,0
184,4,B,35409,1866,0,0,1,320,300,150,150,0,0,150,150,3,2,0,0,0
185,2,B,35409,1866,0,0,2,320,300,150,150,0,0,150,150,3,2,0,0,0
186,3,B,35409,1866,0,0,3,320,180,150,150,0,0,150,150,3,2,0,0,0
187,1,B,35409,1866,0,0,4,320,100,150,150,0,0,150,150,3,2,0,0,0
188,1,B,35409,1867,0,0,1,440,450,400,400,0,0,400,400,3,2,0,0,0
189,3,B,35409,1867,0,0,2,440,320,400,400,0,0,400,400,3,2,0,0,0
190,2,B,35409,1867,0,0,3,440,300,400,400,0,0,400,400,3,2,0,0,0
191,4,B,35409,1867,0,0,4,440,240,400,400,0,0,400,400,3,2,0,0,0
192,1,B,35409,1868,675,-675,1,950,3800,1000,1000,0,0,1000,1000,3,2,0,0,0
193,2,B,35409,1868,345.8333333,345.8333333,2,950,2300,1000,1000,0,0,1000,1000,3,2,0,0,0
194,4,B,35409,1868,245.8333333,245.8333333,3,950,2100,1000,1000,0,0,1000,1000,3,2,0,0,0
195,3,B,35409,1868,83.33333333,83.33333333,4,950,1450,1000,1000,0,0,1000,1000,3,2,0,0,0
196,2,B,35409,1869,120,-120,1,380,700,400,400,0,0,400,400,3,2,0,0,0
197,1,B,35409,1869,120,120,2,380,620,400,400,0,0,400,400,3,2,0,0,0
198,4,B,35409,1869,0,0,3,380,375,400,400,0,0,400,400,3,2,0,0,0
199,1,B,35409,1870,0,0,1,3400,3400,3000,3000,0,0,3000,3000,3,2,0,0,0
200,4,B,35409,1870,0,0,2,3400,3200,3000,3000,0,0,3000,3000,3,2,0,0,0
201,2,B,35409,1870,0,0,3,3400,2900,3000,3000,0,0,3000,3000,3,2,0,0,0
202,3,B,35409,1870,0,0,4,3400,2200,3000,3000,0,0,3000,3000,3,2,0,0,0
203,4,B,35409,1871,0,0,1,550,100,500,500,0,0,500,500,3,3,0,0,0
204,4,B,35409,1873,0,0,1,170,150,150,150,0,0,150,150,3,2,0,0,0
205,3,B,35409,1874,0,0,1,6250,6000,4000,4000,0,0,4000,4000,0,0,1,0,0
206,2,B,35409,1874,0,0,2,6250,5500,4000,4000,0,0,4000,4000,0,0,1,0,0
207,1,B,35409,1874,0,0,3,6250,4800,4000,4000,0,0,4000,4000,0,0,1,0,0
208,4,B,35409,1874,0,0,4,6250,3000,4000,4000,0,0,4000,4000,0,0,1,0,0
292,2,B,35409,1906,0,0,1,350,375,250,250,0,0,250,250,3,2,0,0,0
293,4,B,35409,1906,0,0,2,350,350,250,250,0,0,250,250,3,2,0,0,0
294,1,B,35409,1906,0,0,3,350,280,250,250,0,0,250,250,3,2,0,0,0
295,1,B,35409,1908,0,0,1,340,360,250,250,0,0,250,250,3,2,0,0,0
296,2,B,35409,1908,0,0,2,340,325,250,250,0,0,250,250,3,2,0,0,0
297,4,B,35409,1908,0,0,3,340,270,250,250,0,0,250,250,3,2,0,0,0
298,1,B,35409,1909,45,-45,1,270,500,250,250,0,0,250,250,0,0,1,0,0
299,4,B,35409,1909,45,45,2,270,360,250,250,0,0,250,250,0,0,1,0,0
300,1,B,35409,1910,0,0,1,240,120,200,200,0,0,200,200,0,0,1,0,0
301,1,B,35409,1911,0,0,1,210,100,200,200,0,0,200,200,3,2,0,0,0
302,4,B,35409,1912,2.5,-2.5,1,320,600,200,200,0,0,200,200,3,2,0,0,0
303,2,B,35409,1912,2.5,2.5,2,320,325,200,200,0,0,200,200,3,2,0,0,0
304,1,B,35409,1912,0,0,3,320,300,200,200,0,0,200,200,3,2,0,0,0
305,3,B,35409,1912,0,0,4,320,200,200,200,0,0,200,200,3,2,0,0,0
306,2,B,35409,1913,0,0,1,340,450,200,200,0,0,200,200,3,2,0,0,0
307,1,B,35409,1913,0,0,2,340,340,200,200,0,0,200,200,3,2,0,0,0
308,3,B,35409,1913,0,0,3,340,230,200,200,0,0,200,200,3,2,0,0,0
309,4,B,35409,1913,0,0,4,340,170,200,200,0,0,200,200,3,2,0,0,0
310,1,B,35409,1914,0,0,1,600,660,200,200,0,0,200,200,3,2,0,0,0
311,2,B,35409,1914,0,0,2,600,575,200,200,0,0,200,200,3,2,0,0,0
312,4,B,35409,1914,0,0,3,600,425,200,200,0,0,200,200,3,2,0,0,0
313,3,B,35409,1914,0,0,4,600,180,200,200,0,0,200,200,3,2,0,0,0
314,2,B,35409,1915,85,-85,1,200,400,150,150,0,0,150,150,3,2,0,0,0
315,4,B,35409,1915,70,70,2,200,370,150,150,0,0,150,150,3,2,0,0,0
316,1,B,35409,1915,15,15,3,200,260,150,150,0,0,150,150,3,2,0,0,0
317,1,B,35409,1916,65,-65,1,270,550,125,125,0,0,125,125,3,2,0,0,0
318,4,B,35409,1916,57.5,57.5,2,270,400,125,125,0,0,125,125,3,2,0,0,0
319,2,B,35409,1916,7.5,7.5,3,270,300,125,125,0,0,125,125,3,2,0,0,0
320,3,B,35409,1916,0,0,4,270,170,125,125,0,0,125,125,3,2,0,0,0
321,1,B,35409,1917,37.5,-37.5,1,125,240,150,150,0,0,150,150,3,2,0,0,0
322,3,B,35409,1917,37.5,37.5,2,125,200,150,150,0,0,150,150,3,2,0,0,0
323,2,B,35409,1917,0,0,3,125,125,150,150,0,0,150,150,3,2,0,0,0
324,1,B,35409,1918,0,0,1,440,500,125,125,0,0,125,125,3,2,0,0,0
325,3,B,35409,1918,0,0,2,440,240,125,125,0,0,125,125,3,2,0,0,0
326,4,B,35409,1918,0,0,3,440,240,125,125,0,0,125,125,3,2,0,0,0
327,2,B,35409,1918,0,0,4,440,220,125,125,0,0,125,125,3,2,0,0,0
328,2,B,35409,1919,0,0,1,280,425,100,100,0,0,100,100,3,2,0,0,0
329,4,B,35409,1919,0,0,2,280,150,100,100,0,0,100,100,3,2,0,0,0
330,3,B,35409,1919,0,0,3,280,120,100,100,0,0,100,100,3,2,0,0,0
331,1,B,35409,1919,0,0,4,280,90,100,100,0,0,100,100,3,2,0,0,0
332,4,B,35409,1921,0,0,1,62,65,50,50,0,0,50,50,3,2,0,0,0
333,1,B,35409,1921,0,0,2,62,35,50,50,0,0,50,50,3,2,0,0,0
334,1,B,35409,1922,375,-375,1,2500,3800,2500,2500,0,0,2500,2500,0,0,1,0,0
335,2,B,35409,1922,225,225,2,2500,3250,2500,2500,0,0,2500,2500,0,0,1,0,0
336,3,B,35409,1922,150,150,3,2500,3100,2500,2500,0,0,2500,2500,0,0,1,0,0
337,4,B,35409,1922,0,0,4,2500,2200,2500,2500,0,0,2500,2500,0,0,1,0,0
338,2,B,35409,1923,0,0,1,1750,2650,2000,2000,0,0,2000,2000,3,2,0,0,0
339,3,B,35409,1923,0,0,2,1750,1400,2000,2000,0,0,2000,2000,3,2,0,0,0
340,4,B,35409,1923,0,0,3,1750,1350,2000,2000,0,0,2000,2000,3,2,0,0,0
341,1,B,35409,1923,0,0,4,1750,1300,2000,2000,0,0,2000,2000,3,2,0,0,0
342,2,B,35409,1924,0,0,1,1350,1650,1500,1500,0,0,1500,1500,3,2,0,0,0
343,4,B,35409,1924,0,0,2,1350,1200,1500,1500,0,0,1500,1500,3,2,0,0,0
344,1,B,35409,1924,0,0,3,1350,1100,1500,1500,0,0,1500,1500,3,2,0,0,0
345,1,B,35409,1925,0,0,1,1300,1300,1500,1500,0,0,1500,1500,0,0,1,0,0
346,2,B,35409,1925,0,0,2,1300,1100,1500,1500,0,0,1500,1500,0,0,1,0,0
347,4,B,35409,1925,0,0,3,1300,1000,1500,1500,0,0,1500,1500,0,0,1,0,0
348,2,B,35409,1926,225,-225,1,800,1550,1000,1000,0,0,1000,1000,0,0,1,0,0
349,4,B,35409,1926,225,225,2,800,1250,1000,1000,0,0,1000,1000,0,0,1,0,0
350,1,B,35409,1926,0,0,3,800,650,1000,1000,0,0,1000,1000,0,0,1,0,0
351,1,B,35409,1927,287.5,-287.5,1,725,1600,1000,1000,0,0,1000,1000,3,2,0,0,0
352,4,B,35409,1927,227.5,227.5,2,725,1300,1000,1000,0,0,1000,1000,3,2,0,0,0
353,3,B,35409,1927,47.5,47.5,3,725,940,1000,1000,0,0,1000,1000,3,2,0,0,0
354,2,B,35409,1927,12.5,12.5,4,725,800,1000,1000,0,0,1000,1000,3,2,0,0,0
355,1,B,35409,1928,0,0,1,280,240,500,500,0,0,500,500,3,2,0,0,0
356,4,B,35409,1928,0,0,2,280,200,500,500,0,0,500,500,3,2,0,0,0
357,1,B,35409,1929,0,0,1,360,240,500,500,0,0,500,500,3,3,0,0,0
358,4,B,35409,1929,0,0,2,360,220,500,500,0,0,500,500,3,3,0,0,0
359,2,B,35409,1930,0,0,1,260,250,400,400,0,0,400,400,0,0,1,0,0
360,1,B,35409,1930,0,0,2,260,220,400,400,0,0,400,400,0,0,1,0,0
361,4,B,35409,1930,0,0,3,260,160,400,400,0,0,400,400,0,0,1,0,0
362,4,B,35409,1933,0,0,1,2700,3250,1000,1000,0,0,1000,1000,3,2,0,0,0
363,1,B,35409,1933,0,0,2,2700,2500,1000,1000,0,0,1000,1000,3,2,0,0,0
364,3,B,35409,1933,0,0,3,2700,1200,1000,1000,0,0,1000,1000,3,2,0,0,0
365,2,B,35409,1933,0,0,4,2700,650,1000,1000,0,0,1000,1000,3,2,0,0,0
366,2,B,35409,1935,3500,-3500,1,6000,24000,5000,5000,0,0,5000,5000,0,0,1,0,0
367,1,B,35409,1935,3500,3500,2,6000,13000,5000,5000,0,0,5000,5000,0,0,1,0,0
368,3,B,35409,1935,0,0,3,6000,5400,5000,5000,0,0,5000,5000,0,0,1,0,0
369,4,B,35409,1935,0,0,4,6000,3200,5000,5000,0,0,5000,5000,0,0,1,0,0
370,5,C,35404,1005,0,0,1,500,575,300,500,0,0,300,500,3,2,0,0,0
371,1,C,35404,1005,0,0,2,500,450,300,500,0,0,300,500,3,2,0,0,0
372,1,C,35404,1006,0,0,1,575,450,300,500,0,0,300,500,6,2,0,0,0
373,1,C,35404,1048,0,0,1,190,180,150,200,0,0,150,200,6,6,0,0,0
374,1,C,35404,1049,0,0,1,350,300,500,1000,0,0,500,1000,3,2,0,0,0
375,6,C,35404,1050,0,0,1,1250,1800,1200,1500,0,0,1200,1500,3,2,0,0,0
376,1,C,35404,1050,0,0,2,1250,1200,1200,1500,0,0,1200,1500,3,2,0,0,0
377,2,C,35404,1050,0,0,3,1250,1150,1200,1500,0,0,1200,1500,3,2,0,0,0
378,5,C,35404,1050,0,0,4,1250,925,1200,1500,0,0,1200,1500,3,2,0,0,0
415,1,C,35404,1076,0,0,1,6250,6750,2000,2500,0,0,2000,2500,6,2,0,0,0
416,5,C,35404,1076,0,0,2,6250,5800,2000,2500,0,0,2000,2500,6,2,0,0,0
417,2,C,35404,1076,0,0,3,6250,4600,2000,2500,0,0,2000,2500,6,2,0,0,0
418,3,C,35404,1076,0,0,4,6250,3800,2000,2500,0,0,2000,2500,6,2,0,0,0
419,1,C,35404,1077,275,-275,1,950,1900,1500,2000,0,0,1500,2000,6,6,0,0,0
420,5,C,35404,1077,275,275,2,950,1500,1500,2000,0,0,1500,2000,6,6,0,0,0
421,1,C,35404,1079,62.5,-62.5,1,475,675,500,600,0,0,500,600,6,6,0,0,0
422,5,C,35404,1079,62.5,62.5,2,475,600,500,600,0,0,500,600,6,6,0,0,0
423,5,C,35404,1081,0,0,1,375,350,200,300,0,0,200,300,6,2,0,0,0
424,1,C,35404,1081,0,0,2,375,300,200,300,0,0,200,300,6,2,0,0,0
425,6,C,35404,1081,0,0,3,375,200,200,300,0,0,200,300,6,2,0,0,0
426,1,C,35404,1082,0,0,1,290,200,150,250,0,0,150,250,6,6,0,0,0
427,5,C,35404,1082,0,0,2,290,180,150,250,0,0,150,250,6,6,0,0,0
428,6,C,35404,1082,0,0,3,290,160,150,250,0,0,150,250,6,6,0,0,0
429,1,C,35404,1083,0,0,1,130,450,100,150,0,0,100,150,6,6,0,0,0
430,1,C,35404,1084,0,0,1,425,300,200,400,0,0,200,400,6,6,0,0,0
431,1,C,35404,1085,0,0,1,575,400,500,1000,0,0,500,1000,6,6,0,0,0
432,1,C,35404,1087,0,0,1,900,900,300,500,0,0,300,500,6,6,0,0,0
433,1,C,35404,1088,75,-75,1,450,750,200,300,0,0,200,300,6,6,0,0,0
434,3,C,35404,1088,75,75,2,450,600,200,300,0,0,200,300,6,6,0,0,0
435,1,C,35404,1089,0,0,1,160,300,50,100,0,0,50,100,6,6,0,0,0
436,1,C,35404,1090,0,0,1,120,260,150,150,0,0,150,150,3,2,0,0,0
437,1,C,35404,1091,0,0,1,75,140,100,150,0,0,100,150,3,2,0,0,0
438,6,C,35404,1093,425,-425,1,550,2400,600,800,0,0,600,800,6,2,0,0,0
439,5,C,35404,1093,272.9166667,272.9166667,2,550,1400,600,800,0,0,600,800,6,2,0,0,0
440,1,C,35404,1093,122.9166667,122.9166667,3,550,1100,600,800,0,0,600,800,6,2,0,0,0
441,3,C,35404,1093,22.91666667,22.91666667,4,550,700,600,800,0,0,600,800,6,2,0,0,0
442,2,C,35404,1093,6.25,6.25,5,550,600,600,800,0,0,600,800,6,2,0,0,0
443,5,C,35404,1094,37.5,-37.5,1,525,650,750,750,0,0,750,750,2,2,0,0,0
444,1,C,35404,1094,37.5,37.5,2,525,600,750,750,0,0,750,750,2,2,0,0,0
445,1,C,35404,1095,0,0,1,300,450,150,250,0,0,150,250,3,2,0,0,0
446,1,C,35404,1096,0,0,1,300,360,150,200,0,0,150,200,2,2,0,0,0
447,5,C,35404,1096,0,0,2,300,275,150,200,0,0,150,200,2,2,0,0,0
448,1,C,35404,1097,0,0,1,1000,1700,400,600,0,0,400,600,6,2,0,0,0
449,6,C,35404,1097,0,0,2,1000,800,400,600,0,0,400,600,6,2,0,0,0
450,1,C,35404,1098,0,0,1,2200,2200,1500,1800,0,0,1500,1800,6,2,0,0,0
451,5,C,35404,1098,0,0,2,2200,1700,1500,1800,0,0,1500,1800,6,2,0,0,0
452,2,C,35404,1098,0,0,3,2200,1650,1500,1800,0,0,1500,1800,6,2,0,0,0
453,6,C,35404,1099,0,0,1,2300,2800,1500,1500,0,0,1500,1500,6,2,0,0,0
454,3,C,35404,1099,0,0,2,2300,2200,1500,1500,0,0,1500,1500,6,2,0,0,0
455,1,C,35404,1099,0,0,3,2300,2000,1500,1500,0,0,1500,1500,6,2,0,0,0
456,2,C,35404,1099,0,0,4,2300,1800,1500,1500,0,0,1500,1500,6,2,0,0,0
457,5,C,35404,1099,0,0,5,2300,1600,1500,1500,0,0,1500,1500,6,2,0,0,0
458,1,C,35404,1100,0,0,1,1700,1700,750,1000,0,0,750,1000,6,6,0,0,0
459,3,C,35404,1100,0,0,2,1700,1600,750,1000,0,0,750,1000,6,6,0,0,0
460,2,C,35404,1100,0,0,3,1700,800,750,1000,0,0,750,1000,6,6,0,0,0
461,5,C,35404,1100,0,0,4,1700,800,750,1000,0,0,750,1000,6,6,0,0,0
462,1,C,35404,1101,0,0,1,1700,1800,750,1000,0,0,750,1000,6,2,0,0,0
463,3,C,35404,1101,0,0,2,1700,1200,750,1000,0,0,750,1000,6,2,0,0,0
464,5,C,35404,1101,0,0,3,1700,700,750,1000,0,0,750,1000,6,2,0,0,0
465,2,C,35404,1101,0,0,4,1700,550,750,1000,0,0,750,1000,6,2,0,0,0
466,1,C,35404,1102,175,-175,1,800,1350,750,1000,0,0,750,1000,6,6,0,0,0
467,5,C,35404,1102,175,175,2,800,1150,750,1000,0,0,750,1000,6,6,0,0,0
468,1,C,35404,1103,0,0,1,1700,1600,750,750,0,0,750,750,6,2,0,0,0
469,5,C,35404,1103,0,0,2,1700,900,750,750,0,0,750,750,6,2,0,0,0
470,2,C,35404,1103,0,0,3,1700,750,750,750,0,0,750,750,6,2,0,0,0
471,5,C,35404,1104,0,0,1,1100,1000,600,800,0,0,600,800,6,2,0,0,0
472,1,C,35404,1104,0,0,2,1100,700,600,800,0,0,600,800,6,2,0,0,0
473,2,C,35404,1104,0,0,3,1100,600,600,800,0,0,600,800,6,2,0,0,0
474,3,C,35404,1104,0,0,4,1100,600,600,800,0,0,600,800,6,2,0,0,0
475,1,C,35404,1105,0,0,1,160,250,200,300,0,0,200,300,6,6,0,0,0
519,1,C,35404,1130,0,0,1,2200,2200,500,750,0,0,500,750,6,6,0,0,0
520,5,C,35404,1130,0,0,2,2200,1600,500,750,0,0,500,750,6,6,0,0,0
521,2,C,35404,1130,0,0,3,2200,650,500,750,0,0,500,750,6,6,0,0,0
522,5,C,35404,1131,62.5,-62.5,1,400,700,400,500,0,0,400,500,6,2,0,0,0
523,1,C,35404,1131,62.5,62.5,2,400,525,400,500,0,0,400,500,6,2,0,0,0
524,3,C,35404,1132,50,-50,1,900,1000,300,500,0,0,300,500,6,6,0,0,0
525,1,C,35404,1132,50,50,2,900,1000,300,500,0,0,300,500,6,6,0,0,0
526,5,C,35404,1132,0,0,3,900,800,300,500,0,0,300,500,6,6,0,0,0
527,1,C,35404,1133,0,0,1,750,1150,200,300,0,0,200,300,6,6,0,0,0
528,5,C,35404,1133,0,0,2,750,250,200,300,0,0,200,300,6,6,0,0,0
529,6,C,35404,1134,0,0,1,1000,1000,500,500,0,0,500,500,3,2,0,0,0
530,1,C,35404,1134,0,0,2,1000,750,500,500,0,0,500,500,3,2,0,0,0
531,2,C,35404,1134,0,0,3,1000,600,500,500,0,0,500,500,3,2,0,0,0
532,5,C,35404,1134,0,0,4,1000,420,500,500,0,0,500,500,3,2,0,0,0
533,5,C,35404,1137,0,0,1,450,420,300,400,0,0,300,400,6,2,0,0,0
534,1,C,35404,1137,0,0,2,450,300,300,400,0,0,300,400,6,2,0,0,0
535,1,C,35404,1139,0,0,1,750,800,500,500,0,0,500,500,3,2,0,0,0
536,5,C,35404,1139,0,0,2,750,630,500,500,0,0,500,500,3,2,0,0,0
537,1,C,35404,1140,0,0,1,300,300,200,300,0,0,200,300,6,2,0,0,0
538,5,C,35404,1140,0,0,2,300,150,200,300,0,0,200,300,6,2,0,0,0
539,1,C,35404,1141,0,0,1,260,350,150,200,0,0,150,200,6,2,0,0,0
540,5,C,35404,1141,0,0,2,260,100,150,200,0,0,150,200,6,2,0,0,0
541,1,C,35404,1142,0,0,1,325,300,350,450,0,0,350,450,3,2,0,0,0
542,6,C,35404,1143,150,-150,1,1050,1400,1000,1000,0,0,1000,1000,3,2,0,0,0
543,1,C,35404,1143,150,150,2,1050,1350,1000,1000,0,0,1000,1000,3,2,0,0,0
544,5,C,35404,1143,0,0,3,1050,700,1000,1000,0,0,1000,1000,3,2,0,0,0
545,2,C,35404,1143,0,0,4,1050,700,1000,1000,0,0,1000,1000,3,2,0,0,0
546,5,C,35404,1144,0,0,1,1300,1250,600,800,0,0,600,800,6,2,0,0,0
547,3,C,35404,1144,0,0,2,1300,1050,600,800,0,0,600,800,6,2,0,0,0
548,1,C,35404,1144,0,0,3,1300,1050,600,800,0,0,600,800,6,2,0,0,0
549,2,C,35404,1144,0,0,4,1300,700,600,800,0,0,600,800,6,2,0,0,0
550,6,C,35404,1145,0,0,1,2300,2400,1500,2000,0,0,1500,2000,3,2,0,0,0
551,5,C,35404,1145,0,0,2,2300,1400,1500,2000,0,0,1500,2000,3,2,0,0,0
552,1,C,35404,1145,0,0,3,2300,1350,1500,2000,0,0,1500,2000,3,2,0,0,0
553,3,C,35404,1146,40,-40,1,170,360,250,350,0,0,250,350,3,2,0,0,0
554,1,C,35404,1146,40,40,2,170,250,250,350,0,0,250,350,3,2,0,0,0
555,1,C,35404,1147,0,0,1,1150,1450,750,750,0,0,750,750,6,2,0,0,0
556,6,C,35404,1147,0,0,2,1150,1100,750,750,0,0,750,750,6,2,0,0,0
557,2,C,35404,1147,0,0,3,1150,750,750,750,0,0,750,750,6,2,0,0,0
558,5,C,35404,1147,0,0,4,1150,700,750,750,0,0,750,750,6,2,0,0,0
559,1,C,35404,1148,100,-100,1,900,1500,500,750,0,0,500,750,6,2,0,0,0
560,3,C,35404,1148,75,75,2,900,1100,500,750,0,0,500,750,6,2,0,0,0
561,6,C,35404,1148,25,25,3,900,1000,500,750,0,0,500,750,6,2,0,0,0
562,2,C,35404,1148,0,0,4,900,800,500,750,0,0,500,750,6,2,0,0,0
563,5,C,35404,1148,0,0,5,900,700,500,750,0,0,500,750,6,2,0,0,0
564,6,C,35404,1149,0,0,1,1250,1600,750,750,0,0,750,750,3,2,0,0,0
565,1,C,35404,1149,0,0,2,1250,1100,750,750,0,0,750,750,3,2,0,0,0
566,2,C,35404,1149,0,0,3,1250,950,750,750,0,0,750,750,3,2,0,0,0
567,5,C,35404,1149,0,0,4,1250,800,750,750,0,0,750,750,3,2,0,0,0
568,3,C,35404,1149,0,0,5,1250,750,750,750,0,0,750,750,3,2,0,0,0
569,1,C,35404,1150,0,0,1,1300,1450,400,500,0,0,400,500,6,2,0,0,0
570,3,C,35404,1150,0,0,2,1300,900,400,500,0,0,400,500,6,2,0,0,0
571,6,C,35404,1150,0,0,3,1300,650,400,500,0,0,400,500,6,2,0,0,0
572,5,C,35404,1150,0,0,4,1300,420,400,500,0,0,400,500,6,2,0,0,0
573,1,C,35404,1151,0,0,1,500,500,200,400,0,0,200,400,6,6,0,0,0
574,5,C,35404,1151,0,0,2,500,250,200,400,0,0,200,400,6,6,0,0,0
575,1,C,35404,1152,5,-5,1,190,360,150,200,0,0,150,200,6,2,0,0,0
576,5,C,35404,1152,5,5,2,190,200,150,200,0,0,150,200,6,2,0,0,0
577,6,C,35404,1152,0,0,3,190,150,150,200,0,0,150,200,6,2,0,0,0
578,1,C,35404,1153,262.5,-262.5,1,525,1700,750,750,0,0,750,750,6,6,0,0,0
579,3,C,35404,1153,262.5,262.5,2,525,1050,750,750,0,0,750,750,6,6,0,0,0
580,1,C,35404,1154,0,0,1,800,850,500,750,0,0,500,750,6,2,0,0,0
581,5,C,35404,1154,0,0,2,800,600,500,750,0,0,500,750,6,2,0,0,0
582,1,C,35404,1155,97.5,-97.5,1,425,900,400,600,0,0,400,600,6,6,0,0,0
583,3,C,35404,1155,97.5,97.5,2,425,620,400,600,0,0,400,600,6,6,0,0,0
584,1,C,35404,1157,0,0,1,600,550,200,250,0,0,200,250,3,2,0,0,0
585,1,C,35404,1158,0,0,1,600,580,300,350,0,0,300,350,3,2,0,0,0
586,6,C,35404,1158,0,0,2,600,500,300,350,0,0,300,350,3,2,0,0,0
587,3,C,35404,1158,0,0,3,600,400,300,350,0,0,300,350,3,2,0,0,0
588,5,C,35404,1158,0,0,4,600,220,300,350,0,0,300,350,3,2,0,0,0
589,1,C,35404,1159,0,0,1,400,400,200,400,0,0,200,400,6,2,0,0,0
590,6,C,35404,1160,0,0,1,280,1200,300,400,0,0,300,400,3,2,0,0,0
591,1,C,35404,1160,0,0,2,280,260,300,400,0,0,300,400,3,2,0,0,0
592,5,C,35404,1160,0,0,3,280,200,300,400,0,0,300,400,3,2,0,0,0
593,3,C,35404,413,50,-50,1,2500,3200,1500,1500,0,0,1500,1500,6,2,0,0,0
594,1,C,35404,413,50,50,2,2500,2600,1500,1500,0,0,1500,1500,6,2,0,0,0
595,6,C,35404,413,0,0,3,2500,2000,1500,1500,0,0,1500,1500,6,2,0,0,0
596,2,C,35404,413,0,0,4,2500,1450,1500,1500,0,0,1500,1500,6,2,0,0,0
597,5,C,35404,413,0,0,5,2500,1300,1500,1500,0,0,1500,1500,6,2,0,0,0
598,1,C,35404,414,0,0,1,300,500,400,600,0,0,400,600,6,2,0,0,0
599,3,C,35404,415,0,0,1,3250,4100,0,0,11875,1,11875,11875,1,1,0,0,0
600,6,C,35404,415,0,0,2,3250,2900,0,0,11875,1,11875,11875,1,1,0,0,0
601,1,C,35404,415,0,0,3,3250,2300,0,0,11875,1,11875,11875,1,1,0,0,0
602,5,C,35404,415,0,0,4,3250,1700,0,0,11875,1,11875,11875,1,1,0,0,0
603,2,C,35404,415,0,0,5,3250,1600,0,0,11875,1,11875,11875,1,1,0,0,0
604,1,C,35404,416,97.5,-97.5,1,325,525,300,500,0,0,300,500,3,2,0,0,0
605,3,C,35404,416,78.75,78.75,2,325,520,300,500,0,0,300,500,3,2,0,0,0
606,5,C,35404,416,18.75,18.75,3,325,400,300,500,0,0,300,500,3,2,0,0,0
607,3,C,35404,417,0,0,1,2200,2100,500,750,0,0,500,750,3,2,0,0,0
608,1,C,35404,417,0,0,2,2200,1700,500,750,0,0,500,750,3,2,0,0,0
609,6,C,35404,417,0,0,3,2200,1300,500,750,0,0,500,750,3,2,0,0,0
610,2,C,35404,417,0,0,4,2200,950,500,750,0,0,500,750,3,2,0,0,0
611,5,C,35404,417,0,0,5,2200,850,500,750,0,0,500,750,3,2,0,0,0
612,1,C,35404,418,50,-50,1,1300,1500,0,0,1000,1,1000,1000,2,2,0,0,0
613,5,C,35404,418,50,50,2,1300,1400,0,0,1000,1,1000,1000,2,2,0,0,0
614,2,C,35404,418,0,0,3,1300,950,0,0,1000,1,1000,1000,2,2,0,0,0
615,3,C,35404,418,0,0,4,1300,700,0,0,1000,1,1000,1000,2,2,0,0,0
616,3,C,35404,447,0,0,1,290,510,0,0,870,1,870,870,3,2,0,0,0
617,1,C,35404,447,0,0,2,290,100,0,0,870,1,870,870,3,2,0,0,0
618,1,C,35404,486,0,0,1,550,550,600,800,0,0,600,800,6,1,0,0,0
619,1,C,35404,518,0,0,1,650,525,750,1000,0,0,750,1000,6,2,0,0,0
620,1,C,35404,519,0,0,1,375,360,500,600,0,0,500,600,3,2,0,0,0
621,1,C,35404,520,0,0,1,375,575,400,500,0,0,400,500,6,2,0,0,0
622,1,C,35404,521,0,0,1,1050,950,1200,1500,0,0,1200,1500,6,2,0,0,0
623,1,C,35404,527,0,0,1,500,380,500,1000,0,0,500,1000,0,0,1,0,0
624,1,C,35404,528,0,0,1,1000,1000,1200,1500,0,0,1200,1500,3,2,0,0,0
625,1,C,35404,534,0,0,1,450,440,600,800,0,0,600,800,2,2,0,0,0
626,3,C,35404,543,0,0,1,575,400,100,100,0,0,100,100,6,6,0,0,0
